epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
14,2863.5,0.81266,1.10418,1.28686,0.73775,0.64899,0.68866,0.54425,0.96366,1.43119,1.40651,0.00261447,0.00087149,0.00261447,0.00087149,0.00261447,0.00087149,0.00261447,0.00087149
15,3077.62,0.82152,1.10603,1.27645,0.69842,0.6869,0.70691,0.55359,0.96185,1.3656,1.4066,0.00258481,0.000861604,0.00258481,0.000861604,0.00258481,0.000861604,0.00258481,0.000861604
16,3252.23,0.80028,1.0741,1.26874,0.74386,0.66916,0.70843,0.5572,0.97315,1.3703,1.4128,0.00255516,0.000851719,0.00255516,0.000851719,0.00255516,0.000851719,0.00255516,0.000851719
17,3478.81,0.79881,1.05232,1.26329,0.75192,0.65778,0.6982,0.54294,0.99492,1.42954,1.44669,0.0025255,0.000841834,0.0025255,0.000841834,0.0025255,0.000841834,0.0025255,0.000841834
18,3690.71,0.79647,1.03289,1.25316,0.75185,0.64899,0.71231,0.55375,0.98723,1.36082,1.43918,0.00249584,0.000831948,0.00249584,0.000831948,0.00249584,0.000831948,0.00249584,0.000831948
19,3916.28,0.7866,1.00088,1.2478,0.77671,0.6535,0.70803,0.55801,0.97204,1.3831,1.41753,0.00246619,0.000822063,0.00246619,0.000822063,0.00246619,0.000822063,0.00246619,0.000822063
20,4109.81,0.78323,0.97837,1.24098,0.72109,0.70361,0.71586,0.5632,0.97269,1.34866,1.42032,0.00243653,0.000812177,0.00243653,0.000812177,0.00243653,0.000812177,0.00243653,0.000812177
21,4306.63,0.77135,0.95223,1.23264,0.743,0.67459,0.70881,0.55078,0.99032,1.40142,1.43727,0.00240688,0.000802292,0.00240688,0.000802292,0.00240688,0.000802292,0.00240688,0.000802292
22,4523.43,0.77452,0.9438,1.22543,0.71239,0.69274,0.7165,0.56226,0.9656,1.37957,1.41537,0.00237722,0.000792407,0.00237722,0.000792407,0.00237722,0.000792407,0.00237722,0.000792407
23,4761.15,0.76056,0.92558,1.21829,0.72536,0.67369,0.70921,0.55663,0.96519,1.40632,1.40978,0.00234756,0.000782521,0.00234756,0.000782521,0.00234756,0.000782521,0.00234756,0.000782521
24,4960.8,0.75378,0.90079,1.20886,0.73912,0.68947,0.72411,0.5641,0.96445,1.36374,1.40394,0.00231791,0.000772636,0.00231791,0.000772636,0.00231791,0.000772636,0.00231791,0.000772636
25,5205.16,0.75021,0.89923,1.20128,0.74438,0.6854,0.72362,0.56899,0.96699,1.3425,1.41263,0.00228825,0.00076275,0.00228825,0.00076275,0.00228825,0.00076275,0.00228825,0.00076275
26,5421.8,0.74594,0.87725,1.20361,0.76785,0.68918,0.7271,0.57196,0.97186,1.34216,1.43132,0.00225859,0.000752865,0.00225859,0.000752865,0.00225859,0.000752865,0.00225859,0.000752865
27,5621.92,0.73896,0.87043,1.19569,0.76103,0.65926,0.71571,0.56702,0.96762,1.38752,1.42518,0.00222894,0.00074298,0.00222894,0.00074298,0.00222894,0.00074298,0.00222894,0.00074298
28,5822.98,0.72619,0.84402,1.18655,0.7367,0.67991,0.71576,0.56541,0.9851,1.37871,1.43033,0.00219928,0.000733094,0.00219928,0.000733094,0.00219928,0.000733094,0.00219928,0.000733094
29,6030.31,0.72889,0.83392,1.17827,0.72923,0.68885,0.72112,0.57047,0.99292,1.41189,1.45085,0.00216963,0.000723209,0.00216963,0.000723209,0.00216963,0.000723209,0.00216963,0.000723209
30,6235.47,0.73907,0.83471,1.19064,0.7416,0.70021,0.72322,0.57448,0.97391,1.36266,1.42463,0.00213997,0.000713323,0.00213997,0.000713323,0.00213997,0.000713323,0.00213997,0.000713323
31,6442.39,0.71941,0.81497,1.1823,0.7632,0.67691,0.72236,0.57073,0.98991,1.3941,1.43863,0.00211031,0.000703438,0.00211031,0.000703438,0.00211031,0.000703438,0.00211031,0.000703438
32,6650.47,0.72308,0.81452,1.17927,0.74642,0.67395,0.7157,0.57015,0.98333,1.39996,1.43767,0.00208066,0.000693553,0.00208066,0.000693553,0.00208066,0.000693553,0.00208066,0.000693553
33,6861.69,0.71425,0.80883,1.17446,0.76867,0.6822,0.71993,0.56576,0.99759,1.3955,1.4506,0.002051,0.000683667,0.002051,0.000683667,0.002051,0.000683667,0.002051,0.000683667
34,7071.34,0.7165,0.78985,1.17073,0.74867,0.70238,0.71207,0.56641,0.98989,1.37131,1.43536,0.00202135,0.000673782,0.00202135,0.000673782,0.00202135,0.000673782,0.00202135,0.000673782
35,7329.65,0.70868,0.78117,1.16155,0.76545,0.69134,0.72867,0.57849,0.98155,1.35603,1.44336,0.00199169,0.000663896,0.00199169,0.000663896,0.00199169,0.000663896,0.00199169,0.000663896
36,7510.92,0.70091,0.77335,1.16146,0.78747,0.67934,0.71985,0.57144,0.98385,1.39113,1.4391,0.00196203,0.000654011,0.00196203,0.000654011,0.00196203,0.000654011,0.00196203,0.000654011
37,7716.9,0.69665,0.752,1.15269,0.76856,0.69331,0.72909,0.58018,0.9992,1.3894,1.44826,0.00193238,0.000644126,0.00193238,0.000644126,0.00193238,0.000644126,0.00193238,0.000644126
38,7918.76,0.70307,0.75558,1.15911,0.78187,0.68901,0.72614,0.57339,0.9884,1.36749,1.4467,0.00190272,0.00063424,0.00190272,0.00063424,0.00190272,0.00063424,0.00190272,0.00063424
39,8127.11,0.69522,0.74465,1.15331,0.75969,0.7123,0.73486,0.58097,0.99561,1.3276,1.45831,0.00187306,0.000624355,0.00187306,0.000624355,0.00187306,0.000624355,0.00187306,0.000624355
40,8361.19,0.68162,0.72523,1.13992,0.77165,0.68231,0.73223,0.57971,1.00237,1.36954,1.46139,0.00184341,0.000614469,0.00184341,0.000614469,0.00184341,0.000614469,0.00184341,0.000614469
41,8572.6,0.68672,0.7251,1.14399,0.75688,0.70081,0.72732,0.57644,1.00616,1.37626,1.46714,0.00181375,0.000604584,0.00181375,0.000604584,0.00181375,0.000604584,0.00181375,0.000604584
42,8792.5,0.68295,0.72588,1.14331,0.75907,0.70343,0.72929,0.57472,1.01189,1.3854,1.47063,0.0017841,0.000594699,0.0017841,0.000594699,0.0017841,0.000594699,0.0017841,0.000594699
43,9010.47,0.67579,0.71897,1.14075,0.7604,0.70177,0.72959,0.57952,1.00066,1.38676,1.46938,0.00175444,0.000584813,0.00175444,0.000584813,0.00175444,0.000584813,0.00175444,0.000584813
44,9193.66,0.6713,0.71085,1.13619,0.76732,0.69816,0.735,0.58472,0.98778,1.40886,1.46243,0.00172478,0.000574928,0.00172478,0.000574928,0.00172478,0.000574928,0.00172478,0.000574928
45,9375.17,0.66966,0.70545,1.13128,0.76127,0.69351,0.72624,0.5799,0.99967,1.38978,1.48414,0.00169513,0.000565042,0.00169513,0.000565042,0.00169513,0.000565042,0.00169513,0.000565042
46,9589.12,0.65776,0.69228,1.12933,0.76451,0.70174,0.73274,0.58312,0.98758,1.36587,1.46497,0.00166547,0.000555157,0.00166547,0.000555157,0.00166547,0.000555157,0.00166547,0.000555157
47,9792.86,0.6617,0.68763,1.12753,0.78935,0.67893,0.7353,0.58623,0.99628,1.40522,1.47355,0.00163581,0.000545272,0.00163581,0.000545272,0.00163581,0.000545272,0.00163581,0.000545272
48,10010.7,0.66319,0.69709,1.13288,0.77794,0.69446,0.73424,0.57909,0.9937,1.40512,1.47884,0.00160616,0.000535386,0.00160616,0.000535386,0.00160616,0.000535386,0.00160616,0.000535386
49,10226.4,0.66111,0.68572,1.12405,0.75332,0.70269,0.72855,0.58098,0.99221,1.38989,1.47617,0.0015765,0.000525501,0.0015765,0.000525501,0.0015765,0.000525501,0.0015765,0.000525501
50,10411.1,0.6633,0.69753,1.12642,0.76178,0.68179,0.72207,0.57685,1.01301,1.44068,1.48262,0.00154685,0.000515615,0.00154685,0.000515615,0.00154685,0.000515615,0.00154685,0.000515615
51,10620.4,0.65358,0.67551,1.12396,0.78347,0.66899,0.72105,0.57304,0.99897,1.42031,1.47427,0.00151719,0.00050573,0.00151719,0.00050573,0.00151719,0.00050573,0.00151719,0.00050573
52,10856.4,0.64582,0.66356,1.11068,0.79368,0.68421,0.724,0.57188,1.00444,1.41477,1.47582,0.00148753,0.000495845,0.00148753,0.000495845,0.00148753,0.000495845,0.00148753,0.000495845
53,11075.1,0.6518,0.65568,1.11483,0.72298,0.70776,0.71846,0.56771,1.0132,1.43536,1.48634,0.00145788,0.000485959,0.00145788,0.000485959,0.00145788,0.000485959,0.00145788,0.000485959
54,11277.6,0.6464,0.66924,1.11688,0.76454,0.69855,0.72918,0.57642,1.00978,1.41662,1.49106,0.00142822,0.000476074,0.00142822,0.000476074,0.00142822,0.000476074,0.00142822,0.000476074
55,11494.7,0.63684,0.64901,1.10382,0.76228,0.6952,0.73383,0.58058,1.01755,1.41577,1.49722,0.00139857,0.000466188,0.00139857,0.000466188,0.00139857,0.000466188,0.00139857,0.000466188
56,11705.6,0.64107,0.65229,1.10987,0.77366,0.70242,0.73968,0.57975,1.01422,1.38653,1.49389,0.00136891,0.000456303,0.00136891,0.000456303,0.00136891,0.000456303,0.00136891,0.000456303
57,11916.6,0.63478,0.65008,1.10592,0.78765,0.68728,0.73239,0.58042,1.01911,1.38702,1.50502,0.00133925,0.000446418,0.00133925,0.000446418,0.00133925,0.000446418,0.00133925,0.000446418
58,12135.3,0.63239,0.63356,1.09867,0.76813,0.69427,0.72768,0.57738,1.02601,1.42358,1.50935,0.0013096,0.000436532,0.0013096,0.000436532,0.0013096,0.000436532,0.0013096,0.000436532
59,12364.4,0.6221,0.62266,1.09351,0.78733,0.67615,0.72284,0.57216,1.02781,1.44852,1.51837,0.00127994,0.000426647,0.00127994,0.000426647,0.00127994,0.000426647,0.00127994,0.000426647
60,12573.5,0.62552,0.61999,1.09757,0.78503,0.67613,0.72636,0.57801,1.01794,1.43966,1.49671,0.00125028,0.000416761,0.00125028,0.000416761,0.00125028,0.000416761,0.00125028,0.000416761
61,12795.4,0.62331,0.62006,1.09309,0.78937,0.66785,0.72041,0.57444,1.01791,1.42299,1.50755,0.00122063,0.000406876,0.00122063,0.000406876,0.00122063,0.000406876,0.00122063,0.000406876
62,13009.9,0.62245,0.62239,1.09239,0.7631,0.6947,0.72684,0.57858,1.01596,1.41151,1.50523,0.00119097,0.000396991,0.00119097,0.000396991,0.00119097,0.000396991,0.00119097,0.000396991
63,13243,0.62267,0.61672,1.09065,0.76898,0.68004,0.72316,0.57342,1.02281,1.41876,1.51044,0.00116132,0.000387105,0.00116132,0.000387105,0.00116132,0.000387105,0.00116132,0.000387105
64,13462.4,0.61095,0.61431,1.08828,0.77148,0.68979,0.72931,0.58063,1.01525,1.44119,1.50551,0.00113166,0.00037722,0.00113166,0.00037722,0.00113166,0.00037722,0.00113166,0.00037722
65,13681,0.62181,0.61367,1.08885,0.8212,0.663,0.72542,0.57528,1.01782,1.4551,1.50627,0.001102,0.000367334,0.001102,0.000367334,0.001102,0.000367334,0.001102,0.000367334
66,13868.2,0.61745,0.61107,1.09178,0.75758,0.6905,0.72754,0.5777,1.01212,1.44791,1.50769,0.00107235,0.000357449,0.00107235,0.000357449,0.00107235,0.000357449,0.00107235,0.000357449
67,14095.3,0.6029,0.58843,1.08217,0.7654,0.6989,0.73416,0.57916,1.03163,1.44868,1.51857,0.00104269,0.000347564,0.00104269,0.000347564,0.00104269,0.000347564,0.00104269,0.000347564
68,14313.4,0.60573,0.59853,1.08562,0.78243,0.67899,0.72864,0.57882,1.02417,1.43849,1.51964,0.00101303,0.000337678,0.00101303,0.000337678,0.00101303,0.000337678,0.00101303,0.000337678
69,14528.6,0.60662,0.58782,1.08115,0.79692,0.6739,0.72558,0.57825,1.02504,1.48063,1.51882,0.000983378,0.000327793,0.000983378,0.000327793,0.000983378,0.000327793,0.000983378,0.000327793
70,14739,0.60506,0.58965,1.07359,0.75774,0.69453,0.7275,0.58245,1.02233,1.45906,1.52105,0.000953722,0.000317907,0.000953722,0.000317907,0.000953722,0.000317907,0.000953722,0.000317907
71,14945.2,0.60513,0.59697,1.07898,0.79272,0.672,0.72402,0.57894,1.02392,1.44699,1.52016,0.000924066,0.000308022,0.000924066,0.000308022,0.000924066,0.000308022,0.000924066,0.000308022
72,15158.2,0.60367,0.58708,1.07319,0.75765,0.6952,0.72865,0.57742,1.02314,1.47326,1.52516,0.00089441,0.000298137,0.00089441,0.000298137,0.00089441,0.000298137,0.00089441,0.000298137
73,15360.8,0.60447,0.58763,1.07548,0.75977,0.69207,0.7275,0.57654,1.02644,1.48317,1.53076,0.000864754,0.000288251,0.000864754,0.000288251,0.000864754,0.000288251,0.000864754,0.000288251
74,15558.7,0.6061,0.59197,1.07682,0.78025,0.68988,0.72483,0.5753,1.02328,1.44835,1.5275,0.000835097,0.000278366,0.000835097,0.000278366,0.000835097,0.000278366,0.000835097,0.000278366
75,15795.7,0.59802,0.58059,1.07094,0.77838,0.68489,0.72673,0.57989,1.01404,1.47386,1.5154,0.000805441,0.00026848,0.000805441,0.00026848,0.000805441,0.00026848,0.000805441,0.00026848
76,16010.3,0.60094,0.58491,1.07517,0.78954,0.67973,0.72347,0.57527,1.02374,1.47175,1.52747,0.000775785,0.000258595,0.000775785,0.000258595,0.000775785,0.000258595,0.000775785,0.000258595
77,16221.3,0.5923,0.58152,1.07466,0.77833,0.67974,0.72712,0.57832,1.02013,1.48071,1.52082,0.000746129,0.00024871,0.000746129,0.00024871,0.000746129,0.00024871,0.000746129,0.00024871
78,16435.1,0.59105,0.56983,1.07338,0.77366,0.68939,0.7268,0.58049,1.02345,1.49563,1.53345,0.000716473,0.000238824,0.000716473,0.000238824,0.000716473,0.000238824,0.000716473,0.000238824
79,16650,0.5906,0.56776,1.07305,0.76148,0.70255,0.7279,0.57938,1.01864,1.46844,1.51692,0.000686816,0.000228939,0.000686816,0.000228939,0.000686816,0.000228939,0.000686816,0.000228939
80,16849.5,0.59203,0.56965,1.07025,0.76733,0.68971,0.72926,0.58269,1.02037,1.49832,1.52031,0.00065716,0.000219053,0.00065716,0.000219053,0.00065716,0.000219053,0.00065716,0.000219053
81,17068.6,0.59271,0.56972,1.07036,0.783,0.69383,0.72801,0.5824,1.02079,1.48335,1.52181,0.000627504,0.000209168,0.000627504,0.000209168,0.000627504,0.000209168,0.000627504,0.000209168
82,17283.1,0.59673,0.58232,1.07687,0.77401,0.70461,0.72728,0.5774,1.02335,1.47402,1.52729,0.000597848,0.000199283,0.000597848,0.000199283,0.000597848,0.000199283,0.000597848,0.000199283
83,17499.9,0.58442,0.5571,1.06041,0.77002,0.70398,0.72747,0.58163,1.01547,1.47333,1.51598,0.000568192,0.000189397,0.000568192,0.000189397,0.000568192,0.000189397,0.000568192,0.000189397
84,17702.2,0.57969,0.55656,1.06617,0.7725,0.68863,0.72595,0.58059,1.01404,1.47206,1.51067,0.000538535,0.000179512,0.000538535,0.000179512,0.000538535,0.000179512,0.000538535,0.000179512
85,17933,0.59362,0.56911,1.06891,0.78663,0.70063,0.73366,0.58415,1.01391,1.47636,1.51415,0.000508879,0.000169626,0.000508879,0.000169626,0.000508879,0.000169626,0.000508879,0.000169626
86,18165.8,0.57735,0.55121,1.05686,0.77656,0.69143,0.73105,0.58358,1.01169,1.47612,1.51547,0.000479223,0.000159741,0.000479223,0.000159741,0.000479223,0.000159741,0.000479223,0.000159741
87,18378.2,0.57589,0.54428,1.05893,0.77623,0.69082,0.72682,0.58274,1.01541,1.50128,1.52001,0.000449567,0.000149856,0.000449567,0.000149856,0.000449567,0.000149856,0.000449567,0.000149856
88,18596.5,0.57607,0.5412,1.05707,0.78211,0.69254,0.72823,0.58208,1.02135,1.499,1.52874,0.000419911,0.00013997,0.000419911,0.00013997,0.000419911,0.00013997,0.000419911,0.00013997
89,18812.6,0.57523,0.54761,1.06519,0.76015,0.70094,0.72883,0.58204,1.01796,1.50823,1.52311,0.000390254,0.000130085,0.000390254,0.000130085,0.000390254,0.000130085,0.000390254,0.000130085
90,19028.6,0.57878,0.54383,1.06196,0.7816,0.68813,0.73015,0.58393,1.02612,1.48382,1.53557,0.000360598,0.000120199,0.000360598,0.000120199,0.000360598,0.000120199,0.000360598,0.000120199
91,19226.6,0.5756,0.54438,1.05943,0.77278,0.69985,0.73175,0.58753,1.01691,1.47589,1.52528,0.000330942,0.000110314,0.000330942,0.000110314,0.000330942,0.000110314,0.000330942,0.000110314
92,19428.7,0.57602,0.54517,1.05836,0.7703,0.7,0.73218,0.5855,1.02164,1.49139,1.53071,0.000301286,0.000100429,0.000301286,0.000100429,0.000301286,0.000100429,0.000301286,0.000100429
93,19627.9,0.56828,0.53782,1.05463,0.7704,0.70073,0.73181,0.58545,1.01559,1.46903,1.52552,0.00027163,9.05432e-05,0.00027163,9.05432e-05,0.00027163,9.05432e-05,0.00027163,9.05432e-05
94,19878,0.54148,0.46688,1.03239,0.76376,0.67784,0.70467,0.55997,1.03837,1.50811,1.58472,0.000241973,8.06578e-05,0.000241973,8.06578e-05,0.000241973,8.06578e-05,0.000241973,8.06578e-05
95,20071.6,0.5175,0.42835,1.0164,0.75241,0.69276,0.71177,0.56747,1.0283,1.47173,1.57122,0.000212317,7.07724e-05,0.000212317,7.07724e-05,0.000212317,7.07724e-05,0.000212317,7.07724e-05
96,20262.5,0.50327,0.4052,0.99817,0.79207,0.67678,0.71567,0.574,1.01961,1.4803,1.55159,0.000182661,6.0887e-05,0.000182661,6.0887e-05,0.000182661,6.0887e-05,0.000182661,6.0887e-05
97,20482.4,0.50494,0.40342,0.99933,0.79877,0.67224,0.71819,0.57525,1.0267,1.47763,1.55913,0.000153005,5.10016e-05,0.000153005,5.10016e-05,0.000153005,5.10016e-05,0.000153005,5.10016e-05
98,20684.1,0.50096,0.39878,0.9978,0.79545,0.67857,0.71904,0.57701,1.01856,1.46373,1.54807,0.000123349,4.11162e-05,0.000123349,4.11162e-05,0.000123349,4.11162e-05,0.000123349,4.11162e-05
99,20901.4,0.50323,0.40029,1.00361,0.8007,0.67465,0.7176,0.57729,1.01554,1.46524,1.54868,9.36924e-05,3.12308e-05,9.36924e-05,3.12308e-05,9.36924e-05,3.12308e-05,9.36924e-05,3.12308e-05
100,21102.8,0.50551,0.39972,0.9985,0.79977,0.67273,0.7175,0.57757,1.02428,1.4755,1.55717,6.40362e-05,2.13454e-05,6.40362e-05,2.13454e-05,6.40362e-05,2.13454e-05,6.40362e-05,2.13454e-05
